#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL20	CCL11	4442174	4437839	9606.ENSP00000351671	9606.ENSP00000302234	0	0	0	0	0.061	0	0	0.596	0.605
ENPP1	P2RY13	4442442	4439360	9606.ENSP00000354238	9606.ENSP00000320376	0	0	0	0	0	0	0	0.605	0.605
CYR61	MMP3	4448043	4437610	9606.ENSP00000398736	9606.ENSP00000299855	0	0	0	0	0.098	0	0	0.579	0.604
PARVG	P2RY8	4447700	4445525	9606.ENSP00000391583	9606.ENSP00000370697	0	0	0	0	0.604	0	0	0	0.604
TAGAP	LCP2	4442799	4432628	9606.ENSP00000356033	9606.ENSP00000046794	0	0	0	0	0.604	0	0	0	0.604
MGAT4B	SLC35D2	4440873	4434297	9606.ENSP00000338487	9606.ENSP00000253270	0	0	0	0	0.076	0	0	0.589	0.604
DENND5A	RAB6B	4440032	4436622	9606.ENSP00000328524	9606.ENSP00000285208	0	0	0	0	0.054	0.599	0	0	0.604
ITGB2	ARHGDIB	4446737	4433442	9606.ENSP00000380948	9606.ENSP00000228945	0	0	0	0	0.561	0	0	0.135	0.604
CIITA	IL7R	4451905	4438199	9606.ENSP00000485010	9606.ENSP00000306157	0	0	0	0	0.519	0	0	0.210	0.604
CD83	IL1B	4445165	4435241	9606.ENSP00000368450	9606.ENSP00000263341	0	0	0	0	0.175	0	0	0.540	0.604
CCDC3	COL15A1	4445119	4444486	9606.ENSP00000368102	9606.ENSP00000364140	0	0	0	0	0.061	0	0	0.595	0.604
NAALADL1	SELL	4442148	4433660	9606.ENSP00000351484	9606.ENSP00000236147	0	0	0	0	0.076	0	0	0.589	0.604
PTGS2	IL1RN	4442894	4434682	9606.ENSP00000356438	9606.ENSP00000259206	0	0	0	0	0.192	0	0	0.530	0.604
KMO	SLC51A	4442693	4437264	9606.ENSP00000355517	9606.ENSP00000296327	0	0	0	0	0.509	0	0	0.228	0.604
LYN	CENPV	4449476	4437600	9606.ENSP00000428924	9606.ENSP00000299736	0	0	0	0	0	0.379	0	0.387	0.603
BTK	SASH3	4451790	4441918	9606.ENSP00000483570	9606.ENSP00000349359	0	0	0	0	0.506	0.157	0	0.123	0.603
TST	ENSG00000160200	4447278	4446785	9606.ENSP00000385828	9606.ENSP00000381231	0.167	0	0	0	0.079	0	0	0.524	0.603
VWF	COL1A1	4434871	4433346	9606.ENSP00000261405	9606.ENSP00000225964	0	0	0	0	0.136	0.379	0	0.320	0.603
LILRB2	CD2	4445945	4443326	9606.ENSP00000375629	9606.ENSP00000358490	0	0	0	0	0.531	0	0	0.189	0.603
MME	THY1	4448967	4436571	9606.ENSP00000418525	9606.ENSP00000284240	0	0	0	0	0.058	0	0	0.595	0.602
SASH3	CORO1A	4441918	4433064	9606.ENSP00000349359	9606.ENSP00000219150	0	0	0	0	0.602	0	0	0	0.602
SCIN	P2RY10	4437359	4432713	9606.ENSP00000297029	9606.ENSP00000171757	0	0	0	0	0	0	0	0.602	0.602
CASP1	MNDA	4449658	4443045	9606.ENSP00000433138	9606.ENSP00000357123	0	0	0	0	0.348	0	0	0.414	0.602
KDELR3	CREB3L2	4447446	4440077	9606.ENSP00000386918	9606.ENSP00000329140	0	0	0	0	0.089	0	0	0.581	0.602
SPARCL1	SPOCK2	4448749	4444110	9606.ENSP00000414856	9606.ENSP00000362201	0	0	0	0.565	0.528	0	0	0.384	0.602
LPIN1	IRS1	4447998	4438085	9606.ENSP00000397908	9606.ENSP00000304895	0	0	0	0	0.061	0	0	0.593	0.602
ITGAX	IL2RA	4450468	4445295	9606.ENSP00000454623	9606.ENSP00000369293	0	0	0	0	0.098	0	0	0.577	0.602
PRDM1	TFAP2C	4443256	4432785	9606.ENSP00000358092	9606.ENSP00000201031	0	0	0	0	0	0	0	0.602	0.602
PECAM1	MME	4450567	4448967	9606.ENSP00000457421	9606.ENSP00000418525	0	0	0	0	0	0	0	0.602	0.602
THY1	SPARC	4436571	4433520	9606.ENSP00000284240	9606.ENSP00000231061	0	0	0	0	0.316	0	0	0.443	0.602
BMP7	BGN	4446466	4439914	9606.ENSP00000379204	9606.ENSP00000327336	0	0	0	0	0.049	0.054	0	0.593	0.602
KDR	THBS1	4435337	4434771	9606.ENSP00000263923	9606.ENSP00000260356	0	0	0	0	0	0	0	0.602	0.602
MMP12	CD44	4450601	4448037	9606.ENSP00000458585	9606.ENSP00000398632	0	0	0	0	0.081	0	0	0.584	0.602
GBP1	CXCL11	4443543	4438264	9606.ENSP00000359504	9606.ENSP00000306884	0	0	0	0	0.354	0	0	0.408	0.602
NXPE3	SLFN11	4447926	4446287	9606.ENSP00000396421	9606.ENSP00000378067	0	0	0	0	0	0	0	0.601	0.601
ITGAL	GZMB	4441903	4432950	9606.ENSP00000349252	9606.ENSP00000216341	0	0	0	0	0.152	0	0	0.549	0.601
FGR	FCN1	4444303	4443817	9606.ENSP00000363117	9606.ENSP00000360871	0	0	0	0	0.575	0.054	0	0.088	0.601
ITGAX	ANPEP	4450468	4437626	9606.ENSP00000454623	9606.ENSP00000300060	0	0	0	0	0.086	0	0	0.582	0.601
BGN	TIMP3	4439914	4435687	9606.ENSP00000327336	9606.ENSP00000266085	0	0	0	0	0.314	0.064	0	0.428	0.601
CCL4	CD83	4451651	4445165	9606.ENSP00000482259	9606.ENSP00000368450	0	0	0	0	0.272	0	0	0.474	0.601
APOBEC3G	TRIM22	4447200	4445296	9606.ENSP00000385057	9606.ENSP00000369299	0	0	0	0	0.143	0	0	0.554	0.601
S100A9	AQP9	4443166	4433107	9606.ENSP00000357727	9606.ENSP00000219919	0	0	0	0	0.556	0	0	0.139	0.601
CD86	NOD2	4440320	4437679	9606.ENSP00000332049	9606.ENSP00000300589	0	0	0	0	0.336	0	0	0.423	0.600
CREB3L2	PRKG2	4440077	4435428	9606.ENSP00000329140	9606.ENSP00000264399	0	0	0	0	0	0	0.600	0.043	0.600
IDO1	CXCL11	4449569	4438264	9606.ENSP00000430950	9606.ENSP00000306884	0	0	0	0	0.268	0	0	0.476	0.600
SLC26A3	SLC39A5	4441566	4435733	9606.ENSP00000345873	9606.ENSP00000266980	0	0	0	0	0.148	0	0	0.550	0.600
THY1	CD80	4436571	4435403	9606.ENSP00000284240	9606.ENSP00000264246	0	0	0	0	0	0	0	0.600	0.600
ITGB2	PIK3R3	4446737	4435132	9606.ENSP00000380948	9606.ENSP00000262741	0	0	0	0	0	0	0.600	0	0.600
TNFSF13B	CD5	4444645	4441273	9606.ENSP00000365048	9606.ENSP00000342681	0	0	0	0	0.063	0	0	0.590	0.600
PCK1	ACOX1	4439313	4437000	9606.ENSP00000319814	9606.ENSP00000293217	0	0	0	0	0.063	0	0	0.591	0.600
AREG	INSR	4446446	4437994	9606.ENSP00000379097	9606.ENSP00000303830	0	0	0	0	0	0	0.600	0.041	0.600
LOXL2	COL1A1	4445831	4433346	9606.ENSP00000373783	9606.ENSP00000225964	0	0	0	0	0.294	0	0	0.457	0.600
CCL4	GPR29	4451651	4441381	9606.ENSP00000482259	9606.ENSP00000343952	0	0	0	0	0.050	0.124	0	0.558	0.600
ZEB1	NOTCH3	4442472	4435256	9606.ENSP00000354487	9606.ENSP00000263388	0	0	0	0	0.061	0	0	0.591	0.600
BTK	STS	4451790	4433033	9606.ENSP00000483570	9606.ENSP00000217961	0	0	0	0	0	0	0	0.599	0.599
ANXA1	TGM2	4444796	4442654	9606.ENSP00000366109	9606.ENSP00000355330	0	0	0	0	0.091	0.379	0	0.348	0.599
BTK	CSF2RB	4451790	4447068	9606.ENSP00000483570	9606.ENSP00000384053	0	0	0	0	0.535	0.055	0	0.160	0.599
PHGR1	GUCA2A	4448535	4441934	9606.ENSP00000410024	9606.ENSP00000349493	0	0	0	0	0.599	0	0	0	0.599
MPP7	NOTCH3	4440830	4435256	9606.ENSP00000337907	9606.ENSP00000263388	0	0	0	0	0.054	0.533	0	0.167	0.599
ARHGAP9	ARHGAP30	4446186	4443012	9606.ENSP00000377380	9606.ENSP00000356992	0	0	0	0.577	0.555	0	0	0.261	0.599
UGT1A6	ABCG2	4437939	4433689	9606.ENSP00000303174	9606.ENSP00000237612	0	0	0	0	0.063	0	0	0.590	0.599
CR1	CXCL8	4442796	4438229	9606.ENSP00000356016	9606.ENSP00000306512	0	0	0	0	0	0	0	0.599	0.599
IL2RA	CD40	4445295	4443911	9606.ENSP00000369293	9606.ENSP00000361359	0	0	0	0	0.082	0	0	0.580	0.599
THY1	COL1A1	4436571	4433346	9606.ENSP00000284240	9606.ENSP00000225964	0	0	0	0	0.307	0	0	0.445	0.599
CD34	CXCL8	4438554	4438229	9606.ENSP00000310036	9606.ENSP00000306512	0	0	0	0	0	0	0	0.599	0.599
VAV1	SLA	4451047	4447831	9606.ENSP00000472929	9606.ENSP00000394049	0	0	0	0	0.201	0.379	0	0.258	0.599
THY1	GJA1	4436571	4436500	9606.ENSP00000284240	9606.ENSP00000282561	0	0	0	0	0.336	0	0	0.422	0.599
SOCS3	CXCL8	4440175	4438229	9606.ENSP00000330341	9606.ENSP00000306512	0	0	0	0	0.175	0	0	0.533	0.598
CXCL9	CD80	4442567	4435403	9606.ENSP00000354901	9606.ENSP00000264246	0	0	0	0	0.181	0	0	0.530	0.598
THBS2	NOTCH3	4442741	4435256	9606.ENSP00000355751	9606.ENSP00000263388	0	0	0	0	0.098	0.123	0	0.533	0.598
SLC6A14	SLC7A5	4450971	4434914	9606.ENSP00000470801	9606.ENSP00000261622	0	0	0	0	0	0	0	0.598	0.598
NR1H4	A1CF	4450225	4446414	9606.ENSP00000447149	9606.ENSP00000378868	0	0	0	0	0.598	0	0	0	0.598
GJD3	GJA1	4450717	4436500	9606.ENSP00000463752	9606.ENSP00000282561	0	0	0	0.853	0	0	0.540	0.871	0.598
NDUFC1	NPY1R	4449976	4442512	9606.ENSP00000441126	9606.ENSP00000354652	0	0	0	0	0	0	0	0.598	0.598
PPARG	CPT1A	4436745	4435626	9606.ENSP00000287820	9606.ENSP00000265641	0	0	0	0	0	0.050	0	0.594	0.598
SERPING1	CFP	4436285	4434012	9606.ENSP00000278407	9606.ENSP00000247153	0	0	0	0	0.061	0	0	0.590	0.598
CASP1	CLEC7A	4449658	4437867	9606.ENSP00000433138	9606.ENSP00000302569	0	0	0	0	0.123	0	0	0.561	0.598
CYTIP	PLEK	4435392	4433624	9606.ENSP00000264192	9606.ENSP00000234313	0	0	0	0	0.557	0	0	0.128	0.597
ARHGAP25	LCP2	4447445	4432628	9606.ENSP00000386911	9606.ENSP00000046794	0	0	0	0	0.553	0	0	0.135	0.597
EGR1	COL1A1	4433758	4433346	9606.ENSP00000239938	9606.ENSP00000225964	0	0	0	0	0	0	0	0.597	0.597
LYN	SELL	4449476	4433660	9606.ENSP00000428924	9606.ENSP00000236147	0	0	0	0	0.138	0.063	0	0.542	0.597
IL2RA	CD5	4445295	4441273	9606.ENSP00000369293	9606.ENSP00000342681	0	0	0	0	0.095	0	0	0.573	0.597
PLAUR	TIMP1	4440945	4433052	9606.ENSP00000339328	9606.ENSP00000218388	0	0	0	0	0.161	0	0	0.539	0.597
ITK	PLEK	4448039	4433624	9606.ENSP00000398655	9606.ENSP00000234313	0	0	0	0	0.113	0	0	0.565	0.597
CYR61	CXCL8	4448043	4438229	9606.ENSP00000398736	9606.ENSP00000306512	0	0	0	0	0	0	0	0.597	0.597
ICAM1	KDR	4435501	4435337	9606.ENSP00000264832	9606.ENSP00000263923	0	0	0	0	0.055	0	0	0.591	0.597
LIPC	PPARGC1A	4437532	4435507	9606.ENSP00000299022	9606.ENSP00000264867	0	0	0	0	0	0	0	0.597	0.597
ROBO1	SEMA5A	4449112	4445698	9606.ENSP00000420321	9606.ENSP00000371936	0	0	0	0	0.088	0	0	0.576	0.597
NAALADL1	CTLA4	4442148	4438004	9606.ENSP00000351484	9606.ENSP00000303939	0	0	0	0	0.060	0	0	0.589	0.597
EOMES	BCL6	4447558	4447113	9606.ENSP00000388620	9606.ENSP00000384371	0	0	0	0	0	0.063	0	0.588	0.597
CCL11	CXCL6	4437839	4433365	9606.ENSP00000302234	9606.ENSP00000226317	0	0	0	0	0.097	0.217	0	0.476	0.597
COL4A1	TIMP3	4444632	4435687	9606.ENSP00000364979	9606.ENSP00000266085	0	0	0	0	0.296	0	0	0.451	0.597
VCAM1	FGF2	4437090	4435443	9606.ENSP00000294728	9606.ENSP00000264498	0	0	0	0	0	0	0	0.597	0.597
VAV1	STAT3	4451047	4435468	9606.ENSP00000472929	9606.ENSP00000264657	0	0	0	0	0	0	0	0.597	0.597
THY1	VWF	4436571	4434871	9606.ENSP00000284240	9606.ENSP00000261405	0	0	0	0	0.076	0	0	0.581	0.596
CXCL2	VCAM1	4449392	4437090	9606.ENSP00000427279	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.588	0.596
LCN2	TIMP1	4444080	4433052	9606.ENSP00000362108	9606.ENSP00000218388	0	0	0	0	0.064	0	0	0.586	0.596
ANGPT2	CXCL8	4438957	4438229	9606.ENSP00000314897	9606.ENSP00000306512	0	0	0	0	0	0	0	0.596	0.596
LYN	DOK3	4449476	4441966	9606.ENSP00000428924	9606.ENSP00000349727	0	0	0	0	0.105	0.410	0	0.295	0.596
CLU	LIPC	4438974	4437532	9606.ENSP00000315130	9606.ENSP00000299022	0	0	0	0	0	0	0.540	0.158	0.596
MMP1	ICAM1	4439553	4435501	9606.ENSP00000322788	9606.ENSP00000264832	0	0	0	0	0.088	0	0	0.575	0.596
ITGB2	THEMIS2	4446737	4444288	9606.ENSP00000380948	9606.ENSP00000363031	0	0	0	0	0.581	0	0	0.073	0.595
ESAM	SELP	4436321	4435297	9606.ENSP00000278927	9606.ENSP00000263686	0	0	0	0	0.107	0	0	0.566	0.595
GPR183	CYTIP	4444726	4435392	9606.ENSP00000365596	9606.ENSP00000264192	0	0	0	0	0.574	0	0	0.089	0.595
RHOU	VCAM1	4442726	4437090	9606.ENSP00000355652	9606.ENSP00000294728	0	0	0	0	0.062	0	0.540	0.138	0.595
CD2	TAGAP	4443326	4442799	9606.ENSP00000358490	9606.ENSP00000356033	0	0	0	0	0.534	0	0	0.167	0.595
SLC17A4	SLC39A5	4444965	4435733	9606.ENSP00000367137	9606.ENSP00000266980	0	0	0	0	0.135	0	0	0.550	0.594
IDO1	CCL2	4449569	4433339	9606.ENSP00000430950	9606.ENSP00000225831	0	0	0	0	0.089	0	0	0.572	0.594
CXCL1	MMP3	4446449	4437610	9606.ENSP00000379110	9606.ENSP00000299855	0	0	0	0	0.123	0	0	0.556	0.594
CD5	CD93	4441273	4433960	9606.ENSP00000342681	9606.ENSP00000246006	0	0	0	0	0.079	0	0	0.577	0.594
SLC6A6	SLC19A3	4451536	4434625	9606.ENSP00000480890	9606.ENSP00000258403	0	0	0	0	0	0	0	0.594	0.594
PDCD4	TIMP3	4436360	4435687	9606.ENSP00000280154	9606.ENSP00000266085	0	0	0	0	0	0	0	0.594	0.594
SOD2	STAT3	4450194	4435468	9606.ENSP00000446252	9606.ENSP00000264657	0	0	0	0	0.078	0	0	0.577	0.594
CDH5	THY1	4441389	4436571	9606.ENSP00000344115	9606.ENSP00000284240	0	0	0	0	0.076	0	0	0.579	0.594
TNFSF13B	CD38	4444645	4433362	9606.ENSP00000365048	9606.ENSP00000226279	0	0	0	0	0.070	0	0	0.581	0.594
CTSK	COL1A1	4435989	4433346	9606.ENSP00000271651	9606.ENSP00000225964	0	0	0	0	0.242	0	0	0.486	0.594
C1S	FCN1	4447198	4443817	9606.ENSP00000385035	9606.ENSP00000360871	0	0	0	0	0.061	0.157	0	0.529	0.594
MMP1	TWIST1	4439553	4433815	9606.ENSP00000322788	9606.ENSP00000242261	0	0	0	0	0.076	0	0	0.579	0.594
BTK	TNFSF13B	4451790	4444645	9606.ENSP00000483570	9606.ENSP00000365048	0	0	0	0	0.116	0	0	0.559	0.594
CD2	CD84	4443326	4438778	9606.ENSP00000358490	9606.ENSP00000312367	0	0	0	0	0.161	0	0	0.536	0.594
EMB	SLC16A14	4437844	4437129	9606.ENSP00000302289	9606.ENSP00000295190	0	0	0	0	0	0	0	0.594	0.594
IL7R	THY1	4438199	4436571	9606.ENSP00000306157	9606.ENSP00000284240	0	0	0	0	0	0	0	0.594	0.594
VAV1	ARHGDIB	4451047	4433442	9606.ENSP00000472929	9606.ENSP00000228945	0	0	0	0	0.193	0.379	0	0.254	0.593
GPR183	GPR65	4444726	4435771	9606.ENSP00000365596	9606.ENSP00000267549	0	0	0	0.725	0.571	0	0	0.222	0.593
CXCL8	BCL2A1	4438229	4435793	9606.ENSP00000306512	9606.ENSP00000267953	0	0	0	0	0.349	0	0	0.400	0.593
MNDA	CLEC4A	4443045	4433464	9606.ENSP00000357123	9606.ENSP00000229332	0	0	0	0	0.562	0	0	0.109	0.593
CFI	LIPC	4446295	4437532	9606.ENSP00000378130	9606.ENSP00000299022	0	0	0	0	0.132	0.061	0	0.540	0.593
MT1M	SLC30A10	4445277	4442763	9606.ENSP00000369146	9606.ENSP00000355893	0	0	0	0	0.049	0	0	0.590	0.593
ACOX2	PEX11A	4438346	4437624	9606.ENSP00000307697	9606.ENSP00000300056	0	0	0	0	0.064	0	0	0.583	0.593
CFB	LIPC	4448835	4437532	9606.ENSP00000416561	9606.ENSP00000299022	0	0	0	0	0.064	0.061	0	0.574	0.593
MMP9	TWIST1	4443919	4433815	9606.ENSP00000361405	9606.ENSP00000242261	0	0	0	0	0.055	0	0	0.587	0.593
CD274	IL7R	4445568	4438199	9606.ENSP00000370989	9606.ENSP00000306157	0	0	0	0	0.118	0	0	0.558	0.593
COL1A2	LOXL1	4437383	4434982	9606.ENSP00000297268	9606.ENSP00000261921	0	0	0	0	0.383	0	0	0.367	0.593
CTLA4	CCL2	4438004	4433339	9606.ENSP00000303939	9606.ENSP00000225831	0	0	0	0	0.064	0	0	0.584	0.593
CXCL9	CTLA4	4442567	4438004	9606.ENSP00000354901	9606.ENSP00000303939	0	0	0	0	0.092	0	0	0.570	0.592
NNMT	CHN2	4449990	4433253	9606.ENSP00000441434	9606.ENSP00000222792	0	0	0	0	0	0	0	0.592	0.592
HLA-DQB1	CD86	4444478	4440320	9606.ENSP00000364080	9606.ENSP00000332049	0	0	0	0	0.231	0	0	0.491	0.592
CCL11	PF4	4437839	4437224	9606.ENSP00000302234	9606.ENSP00000296029	0	0	0	0	0.061	0.217	0	0.490	0.592
ANXA1	IL1B	4444796	4435241	9606.ENSP00000366109	9606.ENSP00000263341	0	0	0	0	0.093	0	0	0.569	0.592
TIE1	FGF2	4443944	4435443	9606.ENSP00000361554	9606.ENSP00000264498	0	0	0	0	0	0.267	0	0.466	0.592
NXPE3	TPRG1	4447926	4441108	9606.ENSP00000396421	9606.ENSP00000341031	0	0	0	0	0	0	0	0.592	0.592
CD40	ITGAL	4443911	4441903	9606.ENSP00000361359	9606.ENSP00000349252	0	0	0	0	0.084	0	0	0.573	0.592
ANXA5	CD80	4437297	4435403	9606.ENSP00000296511	9606.ENSP00000264246	0	0	0	0	0.061	0	0	0.583	0.592
GJD3	GJC1	4450717	4448613	9606.ENSP00000463752	9606.ENSP00000411528	0	0	0	0.855	0	0	0.540	0.802	0.592
SLC23A1	SLC2A3	4437903	4432652	9606.ENSP00000302851	9606.ENSP00000075120	0	0	0	0	0.061	0	0	0.583	0.592
STAT3	PIK3R3	4435468	4435132	9606.ENSP00000264657	9606.ENSP00000262741	0	0	0	0	0	0.513	0	0.197	0.592
THBS2	COL3A1	4442741	4438049	9606.ENSP00000355751	9606.ENSP00000304408	0	0	0	0	0.267	0.083	0	0.443	0.592
CASP1	BCL2A1	4449658	4435793	9606.ENSP00000433138	9606.ENSP00000267953	0	0	0	0	0.347	0.168	0	0.309	0.592
CSF2RB	IGSF3	4447068	4443328	9606.ENSP00000384053	9606.ENSP00000358495	0	0	0	0	0	0	0	0.592	0.592
GJB3	GJA1	4444170	4436500	9606.ENSP00000362464	9606.ENSP00000282561	0	0	0	0.879	0.061	0.299	0.360	0.896	0.591
FGR	THEMIS2	4444303	4444288	9606.ENSP00000363117	9606.ENSP00000363031	0	0	0	0	0.545	0	0	0.138	0.591
IL7R	LCP2	4438199	4432628	9606.ENSP00000306157	9606.ENSP00000046794	0	0	0	0	0.545	0	0	0.138	0.591
ENTPD1	P2RY1	4443695	4438073	9606.ENSP00000360250	9606.ENSP00000304767	0	0	0	0	0	0	0	0.591	0.591
CD44	KDR	4448037	4435337	9606.ENSP00000398632	9606.ENSP00000263923	0	0	0	0	0	0	0	0.591	0.591
OAS2	NOD2	4441243	4437679	9606.ENSP00000342278	9606.ENSP00000300589	0	0	0	0	0.153	0	0	0.538	0.591
SOD2	ENSG00000160200	4450194	4446785	9606.ENSP00000446252	9606.ENSP00000381231	0.044	0	0	0	0.078	0.185	0	0.498	0.591
ITGA5	FGF2	4437011	4435443	9606.ENSP00000293379	9606.ENSP00000264498	0	0	0	0	0	0	0	0.591	0.591
GPR29	STAT3	4441381	4435468	9606.ENSP00000343952	9606.ENSP00000264657	0	0	0	0	0	0	0	0.591	0.591
LCN2	CXCL8	4444080	4438229	9606.ENSP00000362108	9606.ENSP00000306512	0	0	0	0	0.107	0	0	0.561	0.591
CD44	PDGFRB	4448037	4434952	9606.ENSP00000398632	9606.ENSP00000261799	0	0	0	0	0.060	0	0	0.582	0.591
C1R	FCN1	4449877	4443817	9606.ENSP00000438615	9606.ENSP00000360871	0	0	0	0	0.061	0.157	0	0.525	0.591
CD86	TNFSF8	4440320	4433290	9606.ENSP00000332049	9606.ENSP00000223795	0	0	0	0	0.324	0	0	0.421	0.591
TGFBI	COL4A1	4448825	4444632	9606.ENSP00000416330	9606.ENSP00000364979	0	0	0	0	0.152	0.320	0	0.348	0.591
TAT	PCK1	4441813	4439313	9606.ENSP00000348234	9606.ENSP00000319814	0.059	0	0	0	0.108	0	0	0.552	0.591
VEGFC	MMP9	4451445	4443919	9606.ENSP00000480043	9606.ENSP00000361405	0	0	0	0	0	0	0	0.591	0.591
PRDM1	CTLA4	4443256	4438004	9606.ENSP00000358092	9606.ENSP00000303939	0	0	0	0	0.077	0	0	0.576	0.591
TIMP3	NID1	4435687	4435391	9606.ENSP00000266085	9606.ENSP00000264187	0	0	0	0	0.163	0	0	0.530	0.590
ITGB2	P2RY8	4446737	4445525	9606.ENSP00000380948	9606.ENSP00000370697	0	0	0	0	0.590	0	0	0	0.590
SSUH2	KIAA2022	4449903	4432639	9606.ENSP00000439378	9606.ENSP00000055682	0	0	0	0	0	0	0	0.590	0.590
CD40	RIPK2	4443911	4433128	9606.ENSP00000361359	9606.ENSP00000220751	0	0	0	0	0.064	0.412	0	0.315	0.590
CXCL2	NFKBIZ	4449392	4439783	9606.ENSP00000427279	9606.ENSP00000325663	0	0	0	0	0.273	0	0	0.459	0.590
CD40	STAT3	4443911	4435468	9606.ENSP00000361359	9606.ENSP00000264657	0	0	0	0	0	0	0	0.590	0.590
PTPRC	CXCL9	4448605	4442567	9606.ENSP00000411355	9606.ENSP00000354901	0	0	0	0	0.130	0	0	0.548	0.590
ANXA1	S100A2	4444796	4443156	9606.ENSP00000366109	9606.ENSP00000357697	0	0	0	0	0.286	0.279	0	0.266	0.589
MMP12	CCL2	4450601	4433339	9606.ENSP00000458585	9606.ENSP00000225831	0	0	0	0	0.107	0	0	0.559	0.589
ITGAX	CXCL9	4450468	4442567	9606.ENSP00000454623	9606.ENSP00000354901	0	0	0	0	0.099	0	0	0.562	0.589
PLAU	CXCL8	4444017	4438229	9606.ENSP00000361850	9606.ENSP00000306512	0	0	0	0	0.143	0	0	0.540	0.589
ACOX1	PHYH	4437000	4435183	9606.ENSP00000293217	9606.ENSP00000263038	0	0	0	0	0.082	0	0	0.571	0.589
SH3PXD2B	SCIN	4438532	4437359	9606.ENSP00000309714	9606.ENSP00000297029	0	0	0	0	0	0.124	0.540	0.064	0.589
GPR65	LCP2	4435771	4432628	9606.ENSP00000267549	9606.ENSP00000046794	0	0	0	0	0.579	0	0	0.063	0.589
ADAMTS9	HHEX	4448984	4436508	9606.ENSP00000418735	9606.ENSP00000282728	0	0	0	0	0	0	0	0.589	0.589
ENTPD1	CD38	4443695	4433362	9606.ENSP00000360250	9606.ENSP00000226279	0	0	0	0	0.072	0	0	0.575	0.589
CXCL8	PI3	4438229	4433871	9606.ENSP00000306512	9606.ENSP00000243924	0	0	0	0	0.127	0	0	0.549	0.589
CCL11	FGF2	4437839	4435443	9606.ENSP00000302234	9606.ENSP00000264498	0	0	0	0	0.061	0	0	0.581	0.589
PPARG	HHEX	4436745	4436508	9606.ENSP00000287820	9606.ENSP00000282728	0	0	0	0	0.061	0	0	0.581	0.589
RAB40B	GLCCI1	4450653	4433271	9606.ENSP00000461785	9606.ENSP00000223145	0	0	0	0	0	0	0	0.589	0.589
CDH5	SELP	4441389	4435297	9606.ENSP00000344115	9606.ENSP00000263686	0	0	0	0	0.091	0.056	0	0.560	0.589
CD86	PLEK	4440320	4433624	9606.ENSP00000332049	9606.ENSP00000234313	0	0	0	0	0.550	0	0	0.124	0.589
IL2RA	CXCL10	4445295	4438146	9606.ENSP00000369293	9606.ENSP00000305651	0	0	0	0	0.077	0	0	0.574	0.589
CYBB	IL1B	4445083	4435241	9606.ENSP00000367851	9606.ENSP00000263341	0	0	0	0	0.161	0	0	0.530	0.589
C1S	CR1	4447198	4442796	9606.ENSP00000385035	9606.ENSP00000356016	0	0	0	0	0	0	0	0.588	0.588
CD40	HGF	4443911	4433227	9606.ENSP00000361359	9606.ENSP00000222390	0	0	0	0	0	0	0	0.588	0.588
ANPEP	CD79A	4437626	4433192	9606.ENSP00000300060	9606.ENSP00000221972	0	0	0	0	0	0	0	0.588	0.588
CSF2RB	P2RY8	4447068	4445525	9606.ENSP00000384053	9606.ENSP00000370697	0	0	0	0	0.588	0	0	0	0.588
CD40	ANXA5	4443911	4437297	9606.ENSP00000361359	9606.ENSP00000296511	0	0	0	0	0	0	0	0.588	0.588
PPARG	ABCG2	4436745	4433689	9606.ENSP00000287820	9606.ENSP00000237612	0	0	0	0	0	0.076	0	0.572	0.588
PI3	PLEK	4433871	4433624	9606.ENSP00000243924	9606.ENSP00000234313	0	0	0	0	0	0	0	0.588	0.588
FCN1	S100A8	4443817	4443164	9606.ENSP00000360871	9606.ENSP00000357722	0	0	0	0	0.555	0	0	0.111	0.588
CXCL2	CCL22	4449392	4433070	9606.ENSP00000427279	9606.ENSP00000219235	0	0	0	0	0.052	0	0	0.583	0.588
CCL4	CD40	4451651	4443911	9606.ENSP00000482259	9606.ENSP00000361359	0	0	0	0	0.109	0	0	0.556	0.588
CD44	FGFR1	4448037	4447790	9606.ENSP00000398632	9606.ENSP00000393312	0	0	0	0	0.061	0.294	0	0.429	0.588
CST7	GZMB	4449115	4432950	9606.ENSP00000420384	9606.ENSP00000216341	0	0	0	0	0.528	0	0	0.163	0.588
GIG25	ACAT1	4446103	4435651	9606.ENSP00000376793	9606.ENSP00000265838	0	0	0	0	0	0	0	0.588	0.588
ANXA5	SELP	4437297	4435297	9606.ENSP00000296511	9606.ENSP00000263686	0	0	0	0	0	0	0	0.588	0.588
THBD	BATF3	4444829	4433855	9606.ENSP00000366307	9606.ENSP00000243440	0	0	0	0	0	0	0	0.587	0.587
SLC35G1	SLC9B2	4448150	4446319	9606.ENSP00000400932	9606.ENSP00000378265	0.043	0	0	0	0.061	0.057	0	0.571	0.587
ACSF2	ACOX2	4448199	4438346	9606.ENSP00000401831	9606.ENSP00000307697	0.055	0	0	0	0.082	0	0	0.562	0.587
